CustomerID                                                                                                                                                                                                                                                       CustomerLifetimeValue
13850                                                                                                                                                                                                                                                            171.23
17434                                                                                                                                                                                                                                                            -171.21
17572                                                                                                                                                                                                                                                            171.15
14646                                                                                                                                                                                                                                                            171,904.15
16515                                                                                                                                                                                                                                                            -170.83
17788                                                                                                                                                                                                                                                            170.75
17742                                                                                                                                                                                                                                                            170.59
16892                                                                                                                                                                                                                                                            170.57
15661                                                                                                                                                                                                                                                            -17.82
13452                                                                                                                                                                                                                                                            17.78
13963                                                                                                                                                                                                                                                            17.75
15877                                                                                                                                                                                                                                                            17.72
17816                                                                                                                                                                                                                                                            -17.69
15091                                                                                                                                                                                                                                                            -17.50
14301                                                                                                                                                                                                                                                            17.32
12748                                                                                                                                                                                                                                                            17,463.10
13798                                                                                                                                                                                                                                                            17,183.67
14021                                                                                                                                                                                                                                                            169.96
16809                                                                                                                                                                                                                                                            -169.76
13282                                                                                                                                                                                                                                                            -169.68
17090                                                                                                                                                                                                                                                            -169.52
17131                                                                                                                                                                                                                                                            -169.44
13873                                                                                                                                                                                                                                                            168.37
15561                                                                                                                                                                                                                                                            -168.31
16898                                                                                                                                                                                                                                                            -168.10
16474                                                                                                                                                                                                                                                            -167.94
18150                                                                                                                                                                                                                                                            -167.65
15605                                                                                                                                                                                                                                                            -167.50
15140                                                                                                                                                                                                                                                            -167.05
14645                                                                                                                                                                                                                                                            166.93
14229                                                                                                                                                                                                                                                            166.92
14522                                                                                                                                                                                                                                                            -166.60
16295                                                                                                                                                                                                                                                            166.60
16950                                                                                                                                                                                                                                                            -166.47
14540                                                                                                                                                                                                                                                            -166.08
14387                                                                                                                                                                                                                                                            -165.73
18188                                                                                                                                                                                                                                                            -165.64
17004                                                                                                                                                                                                                                                            -165.37
14555                                                                                                                                                                                                                                                            -164.98
16566                                                                                                                                                                                                                                                            -164.69
17656                                                                                                                                                                                                                                                            164.61
13589                                                                                                                                                                                                                                                            -164.55
15712                                                                                                                                                                                                                                                            -164.23
14138                                                                                                                                                                                                                                                            164.07
16449                                                                                                                                                                                                                                                            163.85
16139                                                                                                                                                                                                                                                            -163.64
16031                                                                                                                                                                                                                                                            163.44
15057                                                                                                                                                                                                                                                            163.23
13405                                                                                                                                                                                                                                                            163.01
15038                                                                                                                                                                                                                                                            -162.47
17071                                                                                                                                                                                                                                                            -162.33
17703                                                                                                                                                                                                                                                            -161.94
15809                                                                                                                                                                                                                                                            -161.87
15182                                                                                                                                                                                                                                                            161.25
16969                                                                                                                                                                                                                                                            -160.77
17728                                                                                                                                                                                                                                                            -160.54
14662                                                                                                                                                                                                                                                            160.51
15689                                                                                                                                                                                                                                                            160.12
17727                                                                                                                                                                                                                                                            16.71
13978                                                                                                                                                                                                                                                            16.64
16484                                                                                                                                                                                                                                                            -16.63
17290                                                                                                                                                                                                                                                            16.60
16690                                                                                                                                                                                                                                                            -16.58
13493                                                                                                                                                                                                                                                            16.39
15171                                                                                                                                                                                                                                                            16.24
15198                                                                                                                                                                                                                                                            16.15
15334                                                                                                                                                                                                                                                            16.01
13098                                                                                                                                                                                                                                                            16,789.54
18102                                                                                                                                                                                                                                                            -16,000.43
14306                                                                                                                                                                                                                                                            -159.82
13952                                                                                                                                                                                                                                                            159.59
16099                                                                                                                                                                                                                                                            -159.58
14698                                                                                                                                                                                                                                                            159.45
17489                                                                                                                                                                                                                                                            -158.91
13573                                                                                                                                                                                                                                                            -158.83
12362                                                                                                                                                                                                                                                            -158.44
17339                                                                                                                                                                                                                                                            158.41
15505                                                                                                                                                                                                                                                            -158.19
12680                                                                                                                                                                                                                                                            -158.16
13946                                                                                                                                                                                                                                                            157.90
14216                                                                                                                                                                                                                                                            157.89
12936                                                                                                                                                                                                                                                            -157.85
15500                                                                                                                                                                                                                                                            -157.44
16163                                                                                                                                                                                                                                                            156.84
13309                                                                                                                                                                                                                                                            -156.69
14360                                                                                                                                                                                                                                                            -156.67
13656                                                                                                                                                                                                                                                            156.62
13900                                                                                                                                                                                                                                                            156.54
14987                                                                                                                                                                                                                                                            -156.49
12535                                                                                                                                                                                                                                                            156.36
12377                                                                                                                                                                                                                                                            -156.06
12586                                                                                                                                                                                                                                                            -156.02
17180                                                                                                                                                                                                                                                            155.84
16788                                                                                                                                                                                                                                                            155.82
15246                                                                                                                                                                                                                                                            155.82
16018                                                                                                                                                                                                                                                            -155.54
12640                                                                                                                                                                                                                                                            -155.32
15743                                                                                                                                                                                                                                                            -155.22
13675                                                                                                                                                                                                                                                            154.59
15449                                                                                                                                                                                                                                                            -154.57
16348                                                                                                                                                                                                                                                            -153.70
17481                                                                                                                                                                                                                                                            -153.53
15713                                                                                                                                                                                                                                                            153.53
15643                                                                                                                                                                                                                                                            153.44
15777                                                                                                                                                                                                                                                            153.25
15321                                                                                                                                                                                                                                                            -153.24
13780                                                                                                                                                                                                                                                            -153.14
18270                                                                                                                                                                                                                                                            -152.98
16386                                                                                                                                                                                                                                                            -152.85
14111                                                                                                                                                                                                                                                            -152.81
15882                                                                                                                                                                                                                                                            152.80
13427                                                                                                                                                                                                                                                            -152.66
16325                                                                                                                                                                                                                                                            -152.46
13884                                                                                                                                                                                                                                                            -152.42
16910                                                                                                                                                                                                                                                            -152.38
17704                                                                                                                                                                                                                                                            152.17
16744                                                                                                                                                                                                                                                            -152.07
15186                                                                                                                                                                                                                                                            -151.47
14623                                                                                                                                                                                                                                                            -151.44
17734                                                                                                                                                                                                                                                            -151.41
17406                                                                                                                                                                                                                                                            -151.25
12963                                                                                                                                                                                                                                                            -151.05
14720                                                                                                                                                                                                                                                            -150.97
17929                                                                                                                                                                                                                                                            -150.90
12413                                                                                                                                                                                                                                                            150.79
15380                                                                                                                                                                                                                                                            -150.66
13760                                                                                                                                                                                                                                                            -150.55
14784                                                                                                                                                                                                                                                            150.44
18142                                                                                                                                                                                                                                                            150.15
13610                                                                                                                                                                                                                                                            -150.08
13388                                                                                                                                                                                                                                                            15.73
16611                                                                                                                                                                                                                                                            15.58
17081                                                                                                                                                                                                                                                            15.51
17405                                                                                                                                                                                                                                                            -15.41
16855                                                                                                                                                                                                                                                            15.38
18035                                                                                                                                                                                                                                                            15.00
12556                                                                                                                                                                                                                                                            -149.91
12646                                                                                                                                                                                                                                                            149.69
13394                                                                                                                                                                                                                                                            -149.55
16455                                                                                                                                                                                                                                                            -149.37
15550                                                                                                                                                                                                                                                            -149.36
13814                                                                                                                                                                                                                                                            -149.16
16038                                                                                                                                                                                                                                                            -148.87
18112                                                                                                                                                                                                                                                            -148.81
13888                                                                                                                                                                                                                                                            148.48
15675                                                                                                                                                                                                                                                            147.91
13501                                                                                                                                                                                                                                                            147.87
17590                                                                                                                                                                                                                                                            147.81
16698                                                                                                                                                                                                                                                            147.80
16730                                                                                                                                                                                                                                                            147.34
13026                                                                                                                                                                                                                                                            -147.14
16034                                                                                                                                                                                                                                                            147.10
15737                                                                                                                                                                                                                                                            -146.64
16321                                                                                                                                                                                                                                                            146.47
15253                                                                                                                                                                                                                                                            -146.14
13404                                                                                                                                                                                                                                                            -145.96
14050                                                                                                                                                                                                                                                            -145.06
16882                                                                                                                                                                                                                                                            144.89
14825                                                                                                                                                                                                                                                            -144.70
17350                                                                                                                                                                                                                                                            144.36
13606                                                                                                                                                                                                                                                            -144.32
15184                                                                                                                                                                                                                                                            -143.59
14533                                                                                                                                                                                                                                                            -142.76
17323                                                                                                                                                                                                                                                            -142.72
16115                                                                                                                                                                                                                                                            -142.18
17786                                                                                                                                                                                                                                                            142.17
13853                                                                                                                                                                                                                                                            141.89
15933                                                                                                                                                                                                                                                            -141.74
18252                                                                                                                                                                                                                                                            -141.48
17031                                                                                                                                                                                                                                                            -140.86
